,id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,exp_length,quantile
4601,9679bf8b-0064-4241-a4cc-2beb7f7ef4fa,Decrease in the normal basophilia of the nuclear chromatin in a necrotic cell is known as:,Pyknosis,Karyolysis,Karyorrhexis,Myelin figures,1,single,"Nuclear changes appear in necrotic cells in one of three patterns, all due to nonspecific breakdown of DNA. The basophilia of the chromatin may fade (karyolysis), a change that presumably reflects loss of DNA because of enzymatic degradation by endonucleases. A second pattern is pyknosis, characterized by nuclear shrinkage and increased basophilia. Here the chromatin condenses into a solid, shrunken basophilic mass. In the third pattern, known as karyorrhexis, the pyknotic nucleus undergoes fragmentation. With the passage of time (a day or two), the nucleus in the necrotic cell totally disappears.Ref: Robbins 8th edition, Chapter 1.",Pathology,,640,2
5084,4dab0360-0ca7-4289-9fbd-920cec5c33b7,Ig active in type 1 hypersensitivity.,A,E,D,G,1,single,"Ans: b (IgE) Ref: Robbins, 7th ed, p. 205Dendritic cells + Antigen ' CD4 Helper T cells '! THL cells produce.""Most of the immediate hypersensitivity reactions are mediated by IgE antibodies.""Dendritic cells + Antigen - CD4 Helper T cells - THL cells produce.IL5 - stimulate Eosinophils ILA - 'Turning on' of B cellsIgE production.ILB - IgE production, mucus secretion. IgE thus produced will bind to receptors on basophils and mast cells. These cells, aimed with IgE, when re-exposed to specific allergen, leads to a series of reactions responsible for the clinical expression of type 1 hypersensitivity.The primary and secondary mediators released from mast cells are listed belowPrimary mediatorsSecondary mediatorsHistamineLeucotrienes (B4C4D4)ProteasesProstaglandins (PGD2)Chemotactic factors (C39)PAFHeparinCytokines - IL 1, 3, 4, 5, 6, TNF,GM CSF",Pathology,Immunity,852,2
1502,75c2863e-3710-4c9e-b3e3-9d0eceaad304,Raji cell assay are used to quantitate-,Complement levels,Immune complexes,T- cells,IFN levels,1,single,"A sensitivie and simple procedure for the detection and quantitation of soluble complement (C)- fixing immune complexes in sera of patients with various disease states has been developed by utilizing C receptors on Raji cells. These cells lack membrane-bound immunoglobulin but have receptors for IgG Fc, C3b, C3d, and possibly with other C proteins. Uptake experiments showed that both aggregated human gamma globulin (AHG) and 7S IgG bound to receptors for IgG Fc; however, AHG reacted with C bound to cells only receptors for C and this binding was much more efficient than IgG Fc receptors. published in journal of clinical investigations. >.",Pathology,General pathology,646,2
2626,e706eb38-3068-49c2-982a-903b240d3a20,Type II hypersensitivity is mediated by -,Complimented mediated,Antibody mediated,Immune complex mediated,Cell mediated,1,single,"Antibody mediated 


Type I reactions (immediate hypersensitivity) → Involve immunoglobulin ‘E’(Ig E) mediated release of Histamin and other mediators from mast cells and basophils.
Type II reactions (Antibody mediated) → Involve immunoglobulin Gor Immunoglobulin Mbound to cell surfac antigen, with subsequent complement fixation.
Type III reactions (Immune complex mediated) → involve circulating antigen-antibody complexes that deposit ii postcapillary venules, with subsequent complement fixation.
Type IV reactions (delayed hvpersensititv. cell mediated) → Mediated by Tcells.",Pathology,,581,2
5617,0d50b78d-6ee5-4358-bbcf-3fe7c14bb254,The amino acid which is associated with atherosclerosis is:,Lysine,Homocysteine,Cysteine,Alanine,1,single,"Ans. is 'b' i.e. Homocysteine Increased homocysteine level is considered a risk factor for atherosclerosisHarrison states ""A large body of literature suggests a relationship between hyperhomocysteinemia and coronary events.Several mutations in the enzymes involved in homocysteine accumulation correlate with thrombosis and in some studies coronary risk.""But prospective studies have not shown a robust utility of hyperhomocysteinemia in CHD risk stratification and there are no clinical trial data showing that intervention to lower homocysteine levels reduces CHD events.Also know,Homocysteine is an amino acid resulting from the synthesis of cysteine from methionine and enzyme reaction of cobalamine and folate.Fortification of the U.S. diet with folic acid to reduce neural tube defects has lowered homocysteine levels in the population.",Pathology,Atherosclerosis and Arteriosclerosis,842,2
2217,6e0bb2cc-b384-477d-a04a-6b605ec56fff,Which of the following is not a myeloproliferative disease ?,Polycythemia vers,Acute myeloid leukemia,Chronic myeloid leukemia,Essential thrombocytosis,1,single,"Ans. is 'b' i.e., Acute myeloid leukemia Chronic myeloproliferative disorders The disorders in this group are ? Chronic myeloid leukemia Essential thrombocytosis Polycythemia vera Primary myelofibrosis These disease are characterized by neoplastic proliferation of multipotent progenitor cell that is capable of giving rise to mature erythrocytes, platelets, granulocytes, monocytes and lymphocytes. An impoant feature of myeloproliferative disorders is that in their terminal phase they are characterized by marrow fibrosis and peripheral blood cytopenia. All of them can progress over time to acute leukemia, but only CML does so invariably. Remember CML, Polycythemia vera and essential thrombocytosis can progress to myelofibrosis in terminal stage.",Pathology,,753,2
1090,2e5385c5-e4d2-4e4d-9dd3-99b62b80ffe9,"A 38-year-old woman has been feeling lethargic for 4 months. On physical examination, she is afebrile, and her blood pressure is 140/90 mm Hg. Laboratory findings show the serum creatinine level is 5.8 mg/dL. C3 nephritic factor is present in serum, resulting in hypocomplementemia, and the ANA test result is negative. Urinalysis shows 2+ blood and 1+ protein. A renal biopsy is done; microscopic examination shows hypercellular glomeruli and prominent ribbonlike deposits along the lamina densa of the glomerular basement membrane. Which of the following forms of glomerulonephritis is most likely to be present in this patient?",Chronic glomerulonephritis,Dense deposit disease,Membranous nephropathy,Postinfectious glomerulonephritis,1,single,"Dense deposit disease (formerly membranoproliferative glomerulonephritis type II) usually leads to hematuria, and half of the cases end in chronic renal failure. The term chronic glomerulonephritis (GN) often is used when sclerosis of many glomeruli is present with no clear cause. Membranous nephropathy is often accompanied by proteinuria but less likely hematuria and is characterized by thickening of only the basement membrane and small electron-dense deposits. Postinfectious GN is often characterized by a hypercellular glomerulus with infiltration of polymorphonuclear leukocytes, but no basement membrane thickening. A rapidly progressive GN is marked by crescents forming in the Bowman space.",Pathology,Kidney,702,2
2028,9078be07-b673-418a-9ea1-492265e72603,Testis determining gene/sex determining region is located on:,X chromosome,Y chromosome,Chromosome 21,Chromosome 18,1,single,"Ans: b (Y chromosome) Ref: Robbins, 7th ed,p. 181, Ganong, 22nd p. 411Y chromosome is necessary for the development of testes. The testes determining gene (SRY - sex determining region on Y chromosome) is located near the tip of the short arm of Y chromosome. This SRY is a DNA binding protein, it bends the DNA and initiates transcription of a cascade of genes necessary for testicular differentiation, including the gene for MIS During normal gametogenesis, as a consequence of meiosis each ovum contains one X chromosome, but half of the sperms contain an X chromosome and half contain a Y chromosome. When sperm withY chromosome fertilizes ovum, genetic male results. When sperm with X chromosome fertilizes ovum, genetic female results.",Pathology,Genetics,741,2
787,998739e0-4b23-4c33-b2bd-09b2576a8048,"A 15-year-old boy presented with one day history of bleedig gums, subconjunctival bleed and purpuric rash. Investigations revealed the following results:Hb-6.4 gm/dL; TLC-26,500/mm3 Platelet 35,000 mm3; prothrombin time-20 sec with a control of 13 sec; paial thromboplastin time-50sec; and Fibrinogen 10mg/dL. Peripheral smear was suggestive of acute myeloblastic leukemia. Which of the following is the most likely -",Myeloblastic leukemia without maturation,Myeloblastic leukemia with maturation,Promyelocytic leukemia,Myelomonocytic leukemia,2,single,"Ans. is 'c' i.e. promyelocytic leukemia o The child presents with acute onset of bleeding, along with the following laboratory anamolies. (i) Thrombocytopenia (iii) Increased paial thromboplastin time. (ii) Increased prothrombin time (iv) Decreased Fibrinogen o These hematological abnormalities indicate Disseminated intravascular coagulation o The peripheral blood smear of the patient is suggestive of acute myeloblastic leukemia (mentioned in the question) The AML most likely to occur in this setting is promyelocytic leukemia as it is the most common myeloid leukemia assciated with DIC o Promyelocytic (AML-M3) leukemic promyelocytes liberate tissue thromboplastin leading to disseminated intravascular coagulation.",Pathology,,722,2
2946,550789cc-1e7c-4559-85d8-b73b3b2e0dd6,Hea failure cells are: March 2007,Lipofuscin granules in cardiac cells,Pigmented hepatocytes,Pigmented alveolar macrophages,Pigmented cells in pancreas,2,single,"Ans. C: Pigmented alveolar macrophagesHea failure cells are hemosiderin-containing macrophages in the alveoli.The main causes are left hea failure and chronic pulmonary edema.In left hea failure, the left ventricle cannot keep pace with the incoming blood from the pulmonary veins. The resulting backup causes increased pressure on the alveolar capillaries and red blood cells leak out.Alveolar macrophages ingest the red blood cells, and become engorged with brownish hemosiderin.In pulmonary edema, alveolar septa get thick and fibrous, again increasing pressure on alveolar capillaries and resulting in leakage of red blood cells which undergo phagocvtosis by alveolar macrophages.",Pathology,,684,2
5180,c300e007-f251-4e54-90a6-9e0fc00b63ad,"A 45 year old patient presented with neurological deficits and seizures. Imaging showed a lesion in the temporal lobe. Biopsy was taken from the lesion and neural tissue sent for histological examination (microscopy shown below). Based on the characteristic histological features, what is the most likely diagnosis?",Glioblastoma,Pilocytic astrocytoma,Oligodendroglioma,Medulloblastoma,2,single,Oligodendroglioma: The tumors are composed of bwith spherical nuclei containing finely granular chromatin (similar to normal oligodendrocytes) surrounded by a clear halo of vacuolated cytoplasm giving a 'fried egg' appearance. The tumor typically contains a delicate network of anastomosing capillaries ('chicken-wire' capillaries). Perinuclear satellitosis is a feature of oligodendroglioma. Most commonly presented in the fouh and fifth decades . The lesion is mostly found in the cerebral hemispheres (mainly in temporal or frontal lobes). Image on the left showing perinuclear halos giving rise to a 'fried-egg' appearance. Image on the right showing Perineuronal satellitosis.,Pathology,Systemic Pathology,681,2
